,Transaction ID,Country,Amount (USD),Transaction Type,Date of Transaction,Person Involved,Industry,Destination Country,Reported by Authority,Source of Money,Money Laundering Risk Score,Shell Companies Involved,Financial Institution,Tax Haven Country,Transaction_Day,Transaction_Month,Transaction_Hour,Full_Transaction_Time,Time Gap (hours),Day of Week
1544,TX0000001545,Switzerland,4144513.480646087,Property Purchase,2013-03-06 08:00:00,Person_8344,Real Estate,Switzerland,True,Illegal,5,7,Bank_251,Luxembourg,6,3,8,2013-03-06 16:00:00,0.0,2
8776,TX0000008777,India,2078307.757488684,Property Purchase,2014-01-01 16:00:00,Person_8345,Oil & Gas,Singapore,False,Illegal,10,8,Bank_374,Singapore,1,1,16,2014-01-02 08:00:00,0.0,2
3276,TX0000003277,Switzerland,1303327.8369912882,Stocks Transfer,2013-05-17 12:00:00,Person_8346,Construction,Russia,False,Legal,8,7,Bank_308,Switzerland,17,5,12,2013-05-18 00:00:00,0.0,4
5160,TX0000005161,UAE,864964.0011742626,Cash Withdrawal,2013-08-04 00:00:00,Person_8349,Oil & Gas,Russia,False,Illegal,7,5,Bank_252,Singapore,4,8,0,2013-08-04 00:00:00,0.0,6
3070,TX0000003071,UAE,951922.211690614,Cryptocurrency,2013-05-08 22:00:00,Person_835,Construction,UK,False,Illegal,9,9,Bank_32,Switzerland,8,5,22,2013-05-09 20:00:00,0.0,2
1375,TX0000001376,UK,1505954.7895160806,Property Purchase,2013-02-27 07:00:00,Person_8351,Real Estate,USA,False,Legal,9,0,Bank_370,Panama,27,2,7,2013-02-27 14:00:00,0.0,2
660,TX0000000661,India,1719884.263785916,Cash Withdrawal,2013-01-28 12:00:00,Person_8354,Finance,UAE,True,Illegal,1,7,Bank_29,Panama,28,1,12,2013-01-29 00:00:00,0.0,0
7799,TX0000007800,Brazil,4335285.271352425,Cryptocurrency,2013-11-21 23:00:00,Person_8354,Casinos,India,False,Illegal,7,6,Bank_362,Cayman Islands,21,11,23,2013-11-22 22:00:00,7150.0,3
8975,TX0000008976,China,3838117.378864414,Cryptocurrency,2014-01-09 23:00:00,Person_8354,Oil & Gas,India,False,Illegal,1,3,Bank_492,Switzerland,9,1,23,2014-01-10 22:00:00,1176.0,3
3987,TX0000003988,USA,613721.2534466271,Offshore Transfer,2013-06-16 03:00:00,Person_8355,Real Estate,UK,True,Illegal,7,8,Bank_326,Switzerland,16,6,3,2013-06-16 06:00:00,0.0,6
6169,TX0000006170,Switzerland,3864367.187467778,Stocks Transfer,2013-09-15 01:00:00,Person_8355,Arms Trade,India,False,Legal,10,7,Bank_86,Switzerland,15,9,1,2013-09-15 02:00:00,2180.0,6
5996,TX0000005997,India,4158105.0446994295,Cryptocurrency,2013-09-07 20:00:00,Person_8356,Oil & Gas,Russia,False,Legal,6,3,Bank_137,Switzerland,7,9,20,2013-09-08 16:00:00,0.0,5
6689,TX0000006690,India,3621977.3718825546,Stocks Transfer,2013-10-06 17:00:00,Person_8356,Oil & Gas,Switzerland,True,Illegal,5,0,Bank_291,Luxembourg,6,10,17,2013-10-07 10:00:00,690.0,6
4620,TX0000004621,UAE,254332.26776956415,Stocks Transfer,2013-07-12 12:00:00,Person_8359,Real Estate,Brazil,False,Illegal,7,6,Bank_41,Luxembourg,12,7,12,2013-07-13 00:00:00,0.0,4
677,TX0000000678,India,2007080.5499475675,Stocks Transfer,2013-01-29 05:00:00,Person_836,Casinos,Brazil,False,Legal,9,6,Bank_343,Luxembourg,29,1,5,2013-01-29 10:00:00,0.0,1
6383,TX0000006384,UK,280727.7134722898,Property Purchase,2013-09-23 23:00:00,Person_836,Luxury Goods,China,False,Illegal,8,5,Bank_40,Singapore,23,9,23,2013-09-24 22:00:00,5724.0,0
3597,TX0000003598,Singapore,2009070.6332882212,Cash Withdrawal,2013-05-30 21:00:00,Person_8360,Construction,UAE,False,Illegal,5,5,Bank_26,Cayman Islands,30,5,21,2013-05-31 18:00:00,0.0,3
1494,TX0000001495,UK,726600.2154345246,Property Purchase,2013-03-04 06:00:00,Person_8361,Luxury Goods,Singapore,True,Illegal,5,2,Bank_456,Singapore,4,3,6,2013-03-04 12:00:00,0.0,0
5484,TX0000005485,South Africa,2900092.9863502355,Stocks Transfer,2013-08-17 12:00:00,Person_8361,Casinos,Brazil,True,Illegal,9,5,Bank_114,Cayman Islands,17,8,12,2013-08-18 00:00:00,3996.0,5
908,TX0000000909,Russia,844492.8869550175,Cash Withdrawal,2013-02-07 20:00:00,Person_8362,Luxury Goods,Brazil,False,Illegal,7,5,Bank_366,Singapore,7,2,20,2013-02-08 16:00:00,0.0,3
35,TX0000000036,Russia,4907863.466723716,Offshore Transfer,2013-01-02 11:00:00,Person_8363,Luxury Goods,USA,True,Legal,7,9,Bank_285,Singapore,2,1,11,2013-01-02 22:00:00,0.0,2
6601,TX0000006602,Switzerland,437599.52725171286,Offshore Transfer,2013-10-03 01:00:00,Person_8363,Luxury Goods,India,False,Illegal,3,9,Bank_272,Luxembourg,3,10,1,2013-10-03 02:00:00,6556.0,3
7418,TX0000007419,UAE,416148.1333967115,Stocks Transfer,2013-11-06 02:00:00,Person_8363,Luxury Goods,USA,False,Illegal,4,3,Bank_356,Luxembourg,6,11,2,2013-11-06 04:00:00,818.0,2
7930,TX0000007931,UAE,1673588.272866484,Property Purchase,2013-11-27 10:00:00,Person_8363,Real Estate,UAE,False,Legal,8,7,Bank_83,Bahamas,27,11,10,2013-11-27 20:00:00,520.0,2
7939,TX0000007940,China,3466009.0876561734,Cash Withdrawal,2013-11-27 19:00:00,Person_8363,Construction,Brazil,False,Illegal,9,2,Bank_436,Luxembourg,27,11,19,2013-11-28 14:00:00,18.0,2
1574,TX0000001575,Singapore,1553766.9483121352,Stocks Transfer,2013-03-07 14:00:00,Person_8365,Finance,USA,False,Legal,3,6,Bank_309,Panama,7,3,14,2013-03-08 04:00:00,0.0,3
9496,TX0000009497,Brazil,3369137.031060604,Cash Withdrawal,2014-01-31 16:00:00,Person_8365,Construction,Switzerland,True,Illegal,8,2,Bank_40,Bahamas,31,1,16,2014-02-01 08:00:00,7924.0,4
1579,TX0000001580,UAE,1138556.6895337088,Cryptocurrency,2013-03-07 19:00:00,Person_8367,Arms Trade,USA,True,Illegal,6,7,Bank_43,Luxembourg,7,3,19,2013-03-08 14:00:00,0.0,3
9278,TX0000009279,UK,2646026.4268317223,Cash Withdrawal,2014-01-22 14:00:00,Person_8367,Finance,South Africa,False,Legal,4,1,Bank_130,Luxembourg,22,1,14,2014-01-23 04:00:00,7694.0,2
4137,TX0000004138,UK,2641671.677365559,Cryptocurrency,2013-06-22 09:00:00,Person_8369,Construction,China,False,Legal,1,9,Bank_208,Cayman Islands,22,6,9,2013-06-22 18:00:00,0.0,5
6914,TX0000006915,Singapore,1860423.402779272,Cash Withdrawal,2013-10-16 02:00:00,Person_8369,Casinos,UK,False,Illegal,1,4,Bank_162,Switzerland,16,10,2,2013-10-16 04:00:00,2770.0,2
9050,TX0000009051,UAE,2054411.7701185,Cryptocurrency,2014-01-13 02:00:00,Person_8369,Arms Trade,Singapore,False,Illegal,6,0,Bank_454,Panama,13,1,2,2014-01-13 04:00:00,2136.0,0
435,TX0000000436,Switzerland,3055509.7587064314,Cash Withdrawal,2013-01-19 03:00:00,Person_837,Construction,Singapore,False,Illegal,10,4,Bank_296,Luxembourg,19,1,3,2013-01-19 06:00:00,0.0,5
7777,TX0000007778,Brazil,4246303.1228728,Offshore Transfer,2013-11-21 01:00:00,Person_837,Arms Trade,China,False,Illegal,2,6,Bank_86,Singapore,21,11,1,2013-11-21 02:00:00,7340.0,3
369,TX0000000370,USA,202013.5458084033,Cryptocurrency,2013-01-16 09:00:00,Person_8370,Casinos,Russia,False,Illegal,5,8,Bank_282,Panama,16,1,9,2013-01-16 18:00:00,0.0,2
975,TX0000000976,Brazil,3344647.7692980897,Cash Withdrawal,2013-02-10 15:00:00,Person_8370,Construction,UAE,False,Legal,7,7,Bank_260,Bahamas,10,2,15,2013-02-11 06:00:00,612.0,6
3532,TX0000003533,South Africa,1118984.024572262,Cryptocurrency,2013-05-28 04:00:00,Person_8370,Casinos,UAE,False,Illegal,7,2,Bank_263,Singapore,28,5,4,2013-05-28 08:00:00,2546.0,1
4571,TX0000004572,South Africa,729770.1577321462,Cash Withdrawal,2013-07-10 11:00:00,Person_8370,Luxury Goods,UK,False,Illegal,8,7,Bank_173,Luxembourg,10,7,11,2013-07-10 22:00:00,1046.0,2
5601,TX0000005602,China,4414147.349492296,Stocks Transfer,2013-08-22 09:00:00,Person_8370,Finance,China,False,Legal,3,0,Bank_75,Cayman Islands,22,8,9,2013-08-22 18:00:00,1028.0,3
4778,TX0000004779,UAE,1800579.2182169843,Cash Withdrawal,2013-07-19 02:00:00,Person_8371,Casinos,UK,False,Illegal,4,1,Bank_320,Cayman Islands,19,7,2,2013-07-19 04:00:00,0.0,4
6313,TX0000006314,India,903531.7016975177,Property Purchase,2013-09-21 01:00:00,Person_8372,Arms Trade,Switzerland,False,Illegal,2,5,Bank_297,Switzerland,21,9,1,2013-09-21 02:00:00,0.0,5
7576,TX0000007577,South Africa,4261513.197347418,Property Purchase,2013-11-12 16:00:00,Person_8372,Finance,UAE,True,Illegal,1,1,Bank_479,Switzerland,12,11,16,2013-11-13 08:00:00,1278.0,1
8472,TX0000008473,South Africa,3612471.586543041,Property Purchase,2013-12-20 00:00:00,Person_8373,Luxury Goods,Russia,False,Legal,6,5,Bank_411,Panama,20,12,0,2013-12-20 00:00:00,0.0,4
6811,TX0000006812,Singapore,1909906.356836251,Property Purchase,2013-10-11 19:00:00,Person_8375,Arms Trade,USA,False,Legal,5,4,Bank_40,Switzerland,11,10,19,2013-10-12 14:00:00,0.0,4
1908,TX0000001909,Brazil,184379.58768796796,Stocks Transfer,2013-03-21 12:00:00,Person_8378,Construction,Brazil,False,Illegal,9,9,Bank_146,Bahamas,21,3,12,2013-03-22 00:00:00,0.0,3
4559,TX0000004560,Switzerland,1361438.6889162816,Property Purchase,2013-07-09 23:00:00,Person_8378,Finance,USA,False,Illegal,6,1,Bank_470,Panama,9,7,23,2013-07-10 22:00:00,2662.0,1
7683,TX0000007684,China,3454686.773050872,Cash Withdrawal,2013-11-17 03:00:00,Person_8379,Real Estate,South Africa,False,Illegal,10,7,Bank_426,Singapore,17,11,3,2013-11-17 06:00:00,0.0,6
573,TX0000000574,Brazil,3073897.4011720954,Offshore Transfer,2013-01-24 21:00:00,Person_8380,Oil & Gas,China,False,Legal,4,2,Bank_173,Panama,24,1,21,2013-01-25 18:00:00,0.0,3
4572,TX0000004573,UK,4537633.968558854,Offshore Transfer,2013-07-10 12:00:00,Person_8382,Construction,South Africa,False,Illegal,10,8,Bank_294,Bahamas,10,7,12,2013-07-11 00:00:00,0.0,2
119,TX0000000120,China,1701022.3420704436,Cryptocurrency,2013-01-05 23:00:00,Person_8383,Real Estate,USA,False,Legal,1,6,Bank_356,Singapore,5,1,23,2013-01-06 22:00:00,0.0,5
4050,TX0000004051,Switzerland,4551839.20920232,Property Purchase,2013-06-18 18:00:00,Person_8383,Oil & Gas,China,False,Illegal,7,0,Bank_169,Panama,18,6,18,2013-06-19 12:00:00,3926.0,1
4807,TX0000004808,Russia,1565477.5980288724,Offshore Transfer,2013-07-20 07:00:00,Person_8383,Real Estate,South Africa,False,Illegal,10,2,Bank_275,Cayman Islands,20,7,7,2013-07-20 14:00:00,746.0,5
125,TX0000000126,UK,2180248.902259793,Stocks Transfer,2013-01-06 05:00:00,Person_8385,Real Estate,Singapore,True,Illegal,10,7,Bank_234,Luxembourg,6,1,5,2013-01-06 10:00:00,0.0,6
702,TX0000000703,China,4047556.249247098,Cryptocurrency,2013-01-30 06:00:00,Person_8385,Real Estate,USA,False,Legal,2,0,Bank_451,Singapore,30,1,6,2013-01-30 12:00:00,578.0,2
5330,TX0000005331,China,2276735.6603391804,Cryptocurrency,2013-08-11 02:00:00,Person_8385,Finance,Russia,False,Illegal,9,5,Bank_175,Bahamas,11,8,2,2013-08-11 04:00:00,4624.0,6
6264,TX0000006265,USA,3360525.133483969,Cryptocurrency,2013-09-19 00:00:00,Person_8385,Finance,China,False,Legal,10,3,Bank_388,Bahamas,19,9,0,2013-09-19 00:00:00,932.0,3
718,TX0000000719,Singapore,4285318.32227683,Cash Withdrawal,2013-01-30 22:00:00,Person_8386,Arms Trade,Switzerland,True,Illegal,6,5,Bank_303,Cayman Islands,30,1,22,2013-01-31 20:00:00,0.0,2
3690,TX0000003691,South Africa,2123724.0949431686,Offshore Transfer,2013-06-03 18:00:00,Person_8387,Arms Trade,USA,False,Legal,1,4,Bank_26,Panama,3,6,18,2013-06-04 12:00:00,0.0,0
9873,TX0000009874,Singapore,2160177.392446203,Cash Withdrawal,2014-02-16 09:00:00,Person_8387,Luxury Goods,USA,False,Illegal,8,7,Bank_434,Singapore,16,2,9,2014-02-16 18:00:00,6174.0,6
1733,TX0000001734,USA,2498512.6969360462,Property Purchase,2013-03-14 05:00:00,Person_8388,Casinos,Brazil,True,Illegal,3,9,Bank_273,Singapore,14,3,5,2013-03-14 10:00:00,0.0,3
3453,TX0000003454,South Africa,1510883.6983309789,Offshore Transfer,2013-05-24 21:00:00,Person_8389,Real Estate,Singapore,False,Illegal,8,6,Bank_447,Singapore,24,5,21,2013-05-25 18:00:00,0.0,4
4107,TX0000004108,Switzerland,875777.6653142248,Cash Withdrawal,2013-06-21 03:00:00,Person_8389,Luxury Goods,UAE,False,Illegal,6,7,Bank_130,Luxembourg,21,6,3,2013-06-21 06:00:00,636.0,4
1055,TX0000001056,UK,3419103.199036015,Stocks Transfer,2013-02-13 23:00:00,Person_839,Casinos,Russia,True,Illegal,9,9,Bank_428,Panama,13,2,23,2013-02-14 22:00:00,0.0,2
6172,TX0000006173,India,3767706.236241912,Cash Withdrawal,2013-09-15 04:00:00,Person_8391,Casinos,China,False,Illegal,4,0,Bank_263,Panama,15,9,4,2013-09-15 08:00:00,0.0,6
1245,TX0000001246,India,764533.6879541052,Property Purchase,2013-02-21 21:00:00,Person_8392,Casinos,China,False,Illegal,4,1,Bank_136,Cayman Islands,21,2,21,2013-02-22 18:00:00,0.0,3
7136,TX0000007137,UAE,3554681.423045696,Stocks Transfer,2013-10-25 08:00:00,Person_8392,Finance,USA,False,Illegal,6,6,Bank_26,Bahamas,25,10,8,2013-10-25 16:00:00,5878.0,4
2338,TX0000002339,India,608505.1330895023,Cryptocurrency,2013-04-08 10:00:00,Person_8393,Finance,USA,False,Illegal,5,0,Bank_377,Bahamas,8,4,10,2013-04-08 20:00:00,0.0,0
1234,TX0000001235,USA,3492710.6333517376,Cash Withdrawal,2013-02-21 10:00:00,Person_8394,Oil & Gas,UK,True,Legal,4,5,Bank_256,Luxembourg,21,2,10,2013-02-21 20:00:00,0.0,3
3443,TX0000003444,USA,515072.7163738215,Cash Withdrawal,2013-05-24 11:00:00,Person_8395,Oil & Gas,South Africa,False,Illegal,4,4,Bank_147,Cayman Islands,24,5,11,2013-05-24 22:00:00,0.0,4
4557,TX0000004558,China,1059232.527076675,Property Purchase,2013-07-09 21:00:00,Person_8395,Arms Trade,China,False,Illegal,8,0,Bank_274,Panama,9,7,21,2013-07-10 18:00:00,1124.0,1
7364,TX0000007365,South Africa,1786959.923813312,Cryptocurrency,2013-11-03 20:00:00,Person_8395,Casinos,Singapore,False,Illegal,6,8,Bank_350,Singapore,3,11,20,2013-11-04 16:00:00,2806.0,6
1536,TX0000001537,Brazil,1978951.8529548703,Cryptocurrency,2013-03-06 00:00:00,Person_8399,Oil & Gas,UAE,False,Illegal,9,4,Bank_87,Panama,6,3,0,2013-03-06 00:00:00,0.0,2
1880,TX0000001881,Russia,2433205.0771916807,Offshore Transfer,2013-03-20 08:00:00,Person_8399,Luxury Goods,UK,True,Legal,9,6,Bank_497,Bahamas,20,3,8,2013-03-20 16:00:00,352.0,2
1452,TX0000001453,Switzerland,908528.2168577276,Cash Withdrawal,2013-03-02 12:00:00,Person_84,Construction,Brazil,False,Legal,4,7,Bank_251,Bahamas,2,3,12,2013-03-03 00:00:00,0.0,5
8674,TX0000008675,UAE,3472943.79276109,Stocks Transfer,2013-12-28 10:00:00,Person_840,Arms Trade,Russia,False,Illegal,2,7,Bank_42,Cayman Islands,28,12,10,2013-12-28 20:00:00,0.0,5
9220,TX0000009221,UK,909986.218710807,Offshore Transfer,2014-01-20 04:00:00,Person_8401,Construction,Singapore,False,Illegal,10,8,Bank_263,Luxembourg,20,1,4,2014-01-20 08:00:00,0.0,0
199,TX0000000200,Russia,2795111.7962402063,Property Purchase,2013-01-09 07:00:00,Person_8403,Finance,Brazil,False,Illegal,8,7,Bank_241,Cayman Islands,9,1,7,2013-01-09 14:00:00,0.0,2
6978,TX0000006979,Russia,1199466.8977482636,Offshore Transfer,2013-10-18 18:00:00,Person_8403,Arms Trade,UAE,True,Illegal,9,8,Bank_137,Switzerland,18,10,18,2013-10-19 12:00:00,6790.0,4
4835,TX0000004836,UAE,1660836.697347285,Offshore Transfer,2013-07-21 11:00:00,Person_8407,Finance,USA,False,Illegal,2,1,Bank_346,Switzerland,21,7,11,2013-07-21 22:00:00,0.0,6
7828,TX0000007829,Singapore,1176661.062301112,Offshore Transfer,2013-11-23 04:00:00,Person_8407,Finance,India,False,Illegal,10,1,Bank_302,Switzerland,23,11,4,2013-11-23 08:00:00,2986.0,5
2556,TX0000002557,Singapore,1527713.1404652563,Stocks Transfer,2013-04-17 12:00:00,Person_8408,Real Estate,Russia,False,Illegal,5,7,Bank_478,Cayman Islands,17,4,12,2013-04-18 00:00:00,0.0,2
8579,TX0000008580,UAE,365973.5483544972,Property Purchase,2013-12-24 11:00:00,Person_841,Construction,Singapore,False,Illegal,3,8,Bank_149,Switzerland,24,12,11,2013-12-24 22:00:00,0.0,1
5680,TX0000005681,UK,1557915.4381092896,Cash Withdrawal,2013-08-25 16:00:00,Person_8410,Real Estate,UK,False,Legal,10,3,Bank_133,Bahamas,25,8,16,2013-08-26 08:00:00,0.0,6
6386,TX0000006387,China,901880.281735565,Cryptocurrency,2013-09-24 02:00:00,Person_8410,Luxury Goods,China,False,Illegal,4,7,Bank_499,Switzerland,24,9,2,2013-09-24 04:00:00,692.0,1
7162,TX0000007163,Singapore,1672255.9125150724,Offshore Transfer,2013-10-26 10:00:00,Person_8410,Construction,China,True,Legal,5,5,Bank_310,Bahamas,26,10,10,2013-10-26 20:00:00,784.0,5
2877,TX0000002878,Brazil,4104308.16083542,Stocks Transfer,2013-04-30 21:00:00,Person_8411,Arms Trade,USA,True,Illegal,4,1,Bank_195,Cayman Islands,30,4,21,2013-05-01 18:00:00,0.0,1
1573,TX0000001574,USA,606261.0544509584,Cash Withdrawal,2013-03-07 13:00:00,Person_8412,Casinos,Singapore,False,Legal,4,4,Bank_388,Singapore,7,3,13,2013-03-08 02:00:00,0.0,3
1875,TX0000001876,Russia,1250154.9916761604,Stocks Transfer,2013-03-20 03:00:00,Person_8412,Arms Trade,USA,False,Illegal,5,6,Bank_498,Panama,20,3,3,2013-03-20 06:00:00,292.0,2
3289,TX0000003290,India,1242265.97628405,Offshore Transfer,2013-05-18 01:00:00,Person_8412,Oil & Gas,UAE,True,Legal,4,6,Bank_433,Cayman Islands,18,5,1,2013-05-18 02:00:00,1412.0,5
7549,TX0000007550,Brazil,1548568.5566229613,Cryptocurrency,2013-11-11 13:00:00,Person_8412,Casinos,UK,False,Illegal,5,9,Bank_452,Panama,11,11,13,2013-11-12 02:00:00,4272.0,0
9872,TX0000009873,South Africa,2299214.9992520907,Cash Withdrawal,2014-02-16 08:00:00,Person_8412,Luxury Goods,Russia,False,Illegal,6,6,Bank_217,Switzerland,16,2,8,2014-02-16 16:00:00,2318.0,6
4031,TX0000004032,USA,521883.6726580536,Cryptocurrency,2013-06-17 23:00:00,Person_8414,Real Estate,Russia,False,Illegal,4,9,Bank_99,Cayman Islands,17,6,23,2013-06-18 22:00:00,0.0,0
4027,TX0000004028,Brazil,4093099.6886279145,Property Purchase,2013-06-17 19:00:00,Person_8416,Real Estate,Switzerland,False,Legal,4,0,Bank_455,Cayman Islands,17,6,19,2013-06-18 14:00:00,0.0,0
473,TX0000000474,UK,2866282.32970041,Cash Withdrawal,2013-01-20 17:00:00,Person_8418,Casinos,USA,True,Illegal,8,0,Bank_209,Switzerland,20,1,17,2013-01-21 10:00:00,0.0,6
7663,TX0000007664,Switzerland,4098922.5872747055,Property Purchase,2013-11-16 07:00:00,Person_8418,Oil & Gas,Switzerland,False,Illegal,6,5,Bank_114,Cayman Islands,16,11,7,2013-11-16 14:00:00,7180.0,5
3511,TX0000003512,USA,4228515.314457142,Cash Withdrawal,2013-05-27 07:00:00,Person_8419,Luxury Goods,Russia,False,Legal,8,6,Bank_447,Panama,27,5,7,2013-05-27 14:00:00,0.0,0
5291,TX0000005292,Brazil,4746806.401929723,Cash Withdrawal,2013-08-09 11:00:00,Person_8419,Finance,South Africa,True,Illegal,1,3,Bank_455,Luxembourg,9,8,11,2013-08-09 22:00:00,1784.0,4
5241,TX0000005242,Russia,3275219.269432507,Stocks Transfer,2013-08-07 09:00:00,Person_842,Luxury Goods,South Africa,False,Illegal,2,6,Bank_150,Panama,7,8,9,2013-08-07 18:00:00,0.0,2
8943,TX0000008944,India,1949661.7484287284,Cryptocurrency,2014-01-08 15:00:00,Person_842,Real Estate,USA,True,Legal,10,4,Bank_222,Panama,8,1,15,2014-01-09 06:00:00,3708.0,2
3581,TX0000003582,Russia,265528.9915305193,Property Purchase,2013-05-30 05:00:00,Person_8420,Casinos,UAE,False,Illegal,9,8,Bank_340,Singapore,30,5,5,2013-05-30 10:00:00,0.0,3
1141,TX0000001142,UK,2200411.9920936357,Cash Withdrawal,2013-02-17 13:00:00,Person_8422,Construction,Russia,False,Illegal,4,1,Bank_481,Singapore,17,2,13,2013-02-18 02:00:00,0.0,6
2941,TX0000002942,Singapore,28211.619249440704,Cash Withdrawal,2013-05-03 13:00:00,Person_8423,Arms Trade,South Africa,False,Legal,6,0,Bank_376,Singapore,3,5,13,2013-05-04 02:00:00,0.0,4
9717,TX0000009718,UAE,4159245.474576863,Stocks Transfer,2014-02-09 21:00:00,Person_8424,Finance,China,False,Legal,6,2,Bank_485,Luxembourg,9,2,21,2014-02-10 18:00:00,0.0,6
6056,TX0000006057,UK,4111483.0258786967,Stocks Transfer,2013-09-10 08:00:00,Person_8425,Finance,South Africa,False,Legal,3,0,Bank_224,Cayman Islands,10,9,8,2013-09-10 16:00:00,0.0,1
6448,TX0000006449,India,552441.2762170549,Offshore Transfer,2013-09-26 16:00:00,Person_8425,Oil & Gas,Russia,False,Illegal,10,9,Bank_12,Singapore,26,9,16,2013-09-27 08:00:00,400.0,3
1645,TX0000001646,UK,572267.8874083493,Cryptocurrency,2013-03-10 13:00:00,Person_8428,Finance,Switzerland,False,Legal,9,7,Bank_483,Luxembourg,10,3,13,2013-03-11 02:00:00,0.0,6
5306,TX0000005307,Russia,4950237.809499243,Offshore Transfer,2013-08-10 02:00:00,Person_8428,Oil & Gas,UAE,False,Illegal,5,2,Bank_487,Panama,10,8,2,2013-08-10 04:00:00,3650.0,5
6192,TX0000006193,USA,178292.70614339583,Stocks Transfer,2013-09-16 00:00:00,Person_8429,Casinos,India,False,Illegal,1,7,Bank_24,Luxembourg,16,9,0,2013-09-16 00:00:00,0.0,0
6856,TX0000006857,India,2149755.3624390475,Property Purchase,2013-10-13 16:00:00,Person_8432,Real Estate,Singapore,False,Illegal,5,3,Bank_426,Cayman Islands,13,10,16,2013-10-14 08:00:00,0.0,6
4251,TX0000004252,UK,2149881.0422843806,Stocks Transfer,2013-06-27 03:00:00,Person_8435,Finance,India,False,Illegal,6,1,Bank_252,Luxembourg,27,6,3,2013-06-27 06:00:00,0.0,3
9848,TX0000009849,India,2555405.3730698684,Stocks Transfer,2014-02-15 08:00:00,Person_8435,Arms Trade,Singapore,False,Illegal,6,5,Bank_265,Switzerland,15,2,8,2014-02-15 16:00:00,5602.0,5
1033,TX0000001034,South Africa,4063345.29138073,Offshore Transfer,2013-02-13 01:00:00,Person_8437,Finance,India,False,Illegal,7,6,Bank_66,Cayman Islands,13,2,1,2013-02-13 02:00:00,0.0,2
2228,TX0000002229,Switzerland,1023485.7718595268,Cryptocurrency,2013-04-03 20:00:00,Person_8438,Finance,USA,False,Illegal,9,4,Bank_467,Panama,3,4,20,2013-04-04 16:00:00,0.0,2
8052,TX0000008053,UAE,2599913.4266303014,Property Purchase,2013-12-02 12:00:00,Person_8438,Real Estate,South Africa,False,Legal,3,4,Bank_238,Cayman Islands,2,12,12,2013-12-03 00:00:00,5816.0,0
4115,TX0000004116,UAE,4752754.868036747,Cash Withdrawal,2013-06-21 11:00:00,Person_8439,Oil & Gas,India,False,Illegal,7,6,Bank_368,Switzerland,21,6,11,2013-06-21 22:00:00,0.0,4
7150,TX0000007151,South Africa,2437817.798271498,Stocks Transfer,2013-10-25 22:00:00,Person_8439,Construction,UK,False,Illegal,7,5,Bank_20,Singapore,25,10,22,2013-10-26 20:00:00,3046.0,4
8363,TX0000008364,Brazil,281880.0584027925,Cryptocurrency,2013-12-15 11:00:00,Person_8439,Casinos,UAE,False,Illegal,7,5,Bank_184,Cayman Islands,15,12,11,2013-12-15 22:00:00,1202.0,6
1378,TX0000001379,Brazil,981563.3029935688,Cash Withdrawal,2013-02-27 10:00:00,Person_844,Arms Trade,Russia,False,Legal,5,2,Bank_98,Singapore,27,2,10,2013-02-27 20:00:00,0.0,2
3768,TX0000003769,South Africa,4901019.136608216,Cryptocurrency,2013-06-07 00:00:00,Person_8446,Casinos,South Africa,False,Illegal,8,3,Bank_132,Luxembourg,7,6,0,2013-06-07 00:00:00,0.0,4
3359,TX0000003360,India,3830153.149214183,Cash Withdrawal,2013-05-20 23:00:00,Person_8448,Oil & Gas,Russia,False,Illegal,9,0,Bank_146,Luxembourg,20,5,23,2013-05-21 22:00:00,0.0,0
6635,TX0000006636,UK,4070878.829259687,Stocks Transfer,2013-10-04 11:00:00,Person_8449,Finance,India,False,Illegal,3,8,Bank_48,Luxembourg,4,10,11,2013-10-04 22:00:00,0.0,4
7103,TX0000007104,India,2659323.6019001603,Stocks Transfer,2013-10-23 23:00:00,Person_8449,Arms Trade,China,False,Illegal,10,9,Bank_374,Luxembourg,23,10,23,2013-10-24 22:00:00,480.0,2
1068,TX0000001069,UK,3580997.678843629,Cash Withdrawal,2013-02-14 12:00:00,Person_845,Casinos,USA,True,Illegal,9,8,Bank_171,Singapore,14,2,12,2013-02-15 00:00:00,0.0,3
7629,TX0000007630,Singapore,4299920.318254098,Offshore Transfer,2013-11-14 21:00:00,Person_8451,Real Estate,UK,False,Illegal,3,0,Bank_408,Switzerland,14,11,21,2013-11-15 18:00:00,0.0,3
416,TX0000000417,China,1675761.8566090711,Offshore Transfer,2013-01-18 08:00:00,Person_8452,Luxury Goods,Brazil,False,Illegal,5,6,Bank_82,Bahamas,18,1,8,2013-01-18 16:00:00,0.0,4
8541,TX0000008542,Switzerland,1738307.7420214778,Stocks Transfer,2013-12-22 21:00:00,Person_8454,Construction,Singapore,True,Illegal,8,5,Bank_33,Cayman Islands,22,12,21,2013-12-23 18:00:00,0.0,6
2002,TX0000002003,Russia,3668080.521219687,Property Purchase,2013-03-25 10:00:00,Person_8455,Real Estate,South Africa,False,Legal,8,8,Bank_377,Panama,25,3,10,2013-03-25 20:00:00,0.0,0
2138,TX0000002139,South Africa,2348501.4602436307,Stocks Transfer,2013-03-31 02:00:00,Person_8456,Real Estate,Brazil,True,Illegal,9,7,Bank_135,Switzerland,31,3,2,2013-03-31 04:00:00,0.0,6
